page_id,lesson_id,page_NO,text,image_NO,layout
u32_l11_p1,u32_l11,1,このLessonは、読み物だからさらっと流してOK,32-11-1,image_top
u32_l11_p2,u32_l11,2,"日本語でさ、
いろんな意味に読めちゃう文ってあるよね。",32-11-1,image_top
u32_l11_p3,u32_l11,3,その女の子は昨日出会った男の人と夕飯を食べた。,32-11-2-1,image_top
u32_l11_p4,u32_l11,4,昨日食べた、なのか,32-11-2-2,image_top
u32_l11_p5,u32_l11,5,昨日出会った、なのか,32-11-2-3,image_top
u32_l11_p6,u32_l11,6,曖昧だよね。,32-11-2-3,image_top
u32_l11_p7,u32_l11,7,英語も似たようなことが起こる。,32-11-2-3,image_top
u32_l11_p8,u32_l11,8,I saw a man who was in the park with a telescope yesterday.,32-11-3-1,image_top
u32_l11_p9,u32_l11,9,"私は昨日、とある男を見たんだが、望遠鏡を携えて公園にいたんだよ。
（見たのが昨日。）",32-11-3-2,image_top
u32_l11_p10,u32_l11,10,なのか、,32-11-3-2,image_top
u32_l11_p11,u32_l11,11,私は、とある男をみたんだが、そいつは昨日、望遠鏡を携えて公園にいたやつなんだよ。,32-11-3-2,image_top
u32_l11_p12,u32_l11,12,（男の説明として「昨日公園にいたやつ」で、私が見たのは今日かもしれない）,32-11-3-2,image_top
u32_l11_p13,u32_l11,13,さらに言うと、,32-11-3-2,image_top
u32_l11_p14,u32_l11,14,私は公園に人がいるのを見たんだ。そのとき私は望遠鏡を携えていた、とも捉えられなくもない。,32-11-3-2,image_top
u32_l11_p15,u32_l11,15,捉え方がブレるよね。,32-11-3-2,image_top
u32_l11_p16,u32_l11,16,日本語でも英語でも、こういうことは起こりうる。,32-11-3-2,image_top
u32_l11_p17,u32_l11,17,日本語は読点「、」の位置を工夫したり、文を区切ったりして交通整理できるけど、,32-11-3-2,image_top
u32_l11_p18,u32_l11,18,英語も同じように交通整理ができる。,32-11-3-2,image_top
u32_l11_p19,u32_l11,19,"Yesterday, I saw a man in the park. He had a telescope.",32-11-4-1,image_top
u32_l11_p20,u32_l11,20,こうしたら、誰が望遠鏡を持っていたのか、いつの出来事なのか、がはっきりするね！,32-11-4-1,image_top
u32_l11_p21,u32_l11,21,関係代名詞を使って複雑な文を作ると、特に会話のときは誤解を生むことがある。,32-11-4-1,image_top
u32_l11_p22,u32_l11,22,"無理やり関係代名詞を使おうとしないで、
文を区切っちゃったほうが",32-11-4-1,image_top
u32_l11_p23,u32_l11,23,良いってこともある。,32-11-4-1,image_top
