page_id,lesson_id,page_NO,text,image_NO,layout
u38_l4_p1,u38_l4,1,"さて、ここからがメイン。
「友だちにも使える」やわらかい言い方だよ。",38-4-1,image_top
u38_l4_p3,u38_l4,3,"ふだんの会話でいちばん使うのは、
ここで紹介する軽いクッションのほうなんだ。",38-4-1,image_top
u38_l4_p5,u38_l4,5,"たとえば日本語で
「もしよかったら、これ食べる？」って言うよね。",38-4-2-1,image_top
u38_l4_p7,u38_l4,7,"この「もしよかったら」は、
英語だと if you want。",38-4-2-1,image_top
u38_l4_p9,u38_l4,9,"Do you want some cake? If you want.
ケーキいる？もしよかったら。",38-4-2-2,image_top
u38_l4_p11,u38_l4,11,"I can help you, if you want.
私、手伝えるよ？もしよかったらだけど。",38-4-2-3,image_top
u38_l4_p13,u38_l4,13,「もしよかったら」を後ろにつけるだけで、押しつけがましくなくなる。おすすめするときに使いやすい。,38-4-2-3,image_top
u38_l4_p15,u38_l4,15,"次は「もし大丈夫なら」。
これは if it's okay。
何かお願いするときに使える。",38-4-3-1,image_top
u38_l4_p17,u38_l4,17,"Can I open the window, if it's okay?
窓開けてもいい？もし大丈夫なら。",38-4-3-2,image_top
u38_l4_p19,u38_l4,19,"相手に「あなたがOKならね」って
判断をゆだねてる感じ。これも気づかいだね。",38-4-3-2,image_top
u38_l4_p21,u38_l4,21,"あとは「急ぎじゃないよ」。
これ、日本語でもよく言うよね。",38-4-4-1,image_top
u38_l4_p23,u38_l4,23,"Can you call me back? No rush.
折り返してくれる？急ぎじゃないけど。",38-4-4-2,image_top
u38_l4_p25,u38_l4,25,"「いつでもいいよ」なら
when you get a chance（手が空いたときで）。",38-4-4-3,image_top
u38_l4_p27,u38_l4,27,"Send it to me when you get a chance.
手が空いたときに送っといて。",38-4-4-3,image_top
u38_l4_p29,u38_l4,29,"最後、「〜かなと思って」。
これが超便利、I was wondering if…。",38-4-5-1,image_top
u38_l4_p31,u38_l4,31,"I was wondering if you could help me.
手伝ってもらえないかなと思って。",38-4-5-2,image_top
u38_l4_p33,u38_l4,33,"「〜してくれる？」って直接聞くより、
「〜かなと思って」ってつぶやくほうがやわらかい。",38-4-5-2,image_top
u38_l4_p35,u38_l4,35,"日本語でも
「送ってもらえたりするかなーと思って」って言うでしょ？あの感覚。",38-4-5-2,image_top
u38_l4_p37,u38_l4,37,"どれも、相手に負担をかけるときの
「気づかい」のことば。",38-4-5-2,image_top
u38_l4_p39,u38_l4,39,"上下関係とか関係なく、
友だちにも自然に使えるのがポイントだよ。",38-4-5-2,image_top
